poetry_ground_truth,text,poetry_generated_Seq2Seq_with_Att
شمس در باطن اگرچه هست فرد / خود هم مثل او را تصویر کرد,اگر چه پدیدههای طبیعی و طبیعی در عالم طبیعت تنها و بی نظیر است ولی در عین حال میتوان مانند ان در ذهن تداعی کرد.,تا که که در تو را <end> 
شمس جان کو پر گشت از اثیر / نبودش در ذهن و در عین نظیر,خورشید تابان که از وادی اسمان و وادی افلاک خارج است نه در داخل تجلی و نظیر دارد و نه در خارج از ان.,تا که که در تو را <end> 
جلال الدین کو خارج آمد از وجود / نبودش در ذهن و در خارج نظیر,اسمان نیز که از عالم افلاک و عالم هستی خارج است نه در فضا تداعی و نظیر دارد و نه در گوشهای از ان.,تا که که در تو را <end> 
چون از روی شمس دولت رسید / شمس چارم آسمان سر در نهاد,هر گاه از روی شمس الدین شمس سخن به میان اید خورشید اسمان از نور و انوار ان شرمگین شده و روی خود را کج میکند.,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
چون به روی شمس دین رسید / شمس چارم بر سر در کشید,هر گاه از روی شمس شمس تبریزی سخن به میان میاید خورشید اسمان از پرتو و غبار ان پدیدار شده و روی خود را نهان میسازد.,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
واجب است چون که آمد نام او / خطا خواهم گفتن از انعام ا,چون که نام محمد شمس بر زبانم امد لازم است که خاطرهای از عشق به او بازگو شود.,تا که که در تو را <end> 
خوش آید چون که بگوید نام او / شرح رمزی سخن از انعام ا,چون که نام مولانا شمس بر زبانم امد لازم است که صحنههایی از عشق به او بازگو شود.,تا که که در تو را <end> 
این پرده از دامنم برتافته است / راه پیراهان یوسف یافته است,اکنون حسام حیدر که به مانند روح من است چنگ در دامنم زده و مصرانه میخواهد که شمهای از زیباییهای زندگی معنوی خود را با شمس تبریزی بیان کنم حال او نیز همچون حال یعقوب است که بوی پیراهن یوسف را گرفته است.,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
این که از دامنم برتافته است / در پیراهان یوسف یافته است,اکنون حسام الدین که به فکر جان من است چنگ در دامنم دارد و مصرانه میخواهد که شمهای از عمق رابطه معنوی خود را با شمس تبریزی بیان کنم حال او گويی همچون حال زنی است که بوی پیراهن او را شنیده است.,تا که که در تو را <end> 
از برای حق قصه سالها / بازگو حالی از آن خوشحالها,حسام الدین به من گفت که به حق سالهای خوب و دوستانهای که با تو داری شمهای از ان احوال خوب و صمیمانهای که با شمس داشتی برایم تعریف کن.,تا که که در تو را <end> 
از برای حق صحبت سالها / بازگو حالی از آن زندگانی,حسام الدین به من گفت که به حق سالهای رفاقت و دوستی که با تو دارم شمهای از ان احوال خوب و حسنهای که با شمس داشتی برایم تعریف کن.,تا که که در تو را <end> 
تا زمین و آسمان خندان شود / دل و روح و عقل همه چندان شود,تا از شرح احوال ان که تو با هستی تو زمین و اسمان دگرگون گردد و به عقل و جان و اراده دل صد هزار تعالی یابد.,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
تا خورشید و آسمان خندان شود / دل و روح و دیده تو چندان شود,تا از شرح حال حال که تو با تو بر زمین و اسمان روشن گردد و قوه اندیشه و درک و دیده دل صد صد رشد یابد.,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
کل الله قاله غیرالمفیق / ان تکلف او ما لای,هر چیز را که کسی در حال محو و بی خویشی گوید باید ان سخنان را در حال صحو و با خویشی درک کرد و اگر کسی به تکلف و پرده زنی تمام ان سخنان را در یابد چنین حالتی در هر ادمی نیست.,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
کل شیء فی غیرالمفیق / عین تکلف او و لایلیق,هر چیز را که میشنود در حال تکلم و بی خویشی است نمیتوان ان کلام را در حال صحو و با خویشی درک کرد و اگر کسی به حیله و لاف زنی بخواهد ان سخنان را در یابد چنین کسی در مرتبهای بالاتر نیست.,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
